951,Their address is Cambridge Leisure Park Clifton Way Cherry Hinton and phone number 01223412430. Will there be anything else today?
952,Your reservations for 4 have been made for Saturday at 18:00 at Frankie and Bennys.  The table will be reserved for 15 minutes.  RJFW8QQ9
953,goodbye and enjoy
954,Is there a certain area or price range you had in mind?
955,There are lots of moderately priced four star hotels.  Are you interested in a particular part of town?
956,We have several such choices in the north, south and east. If you have no preference for location shall I just book one for you?
957,Carolina bed and breakfast is a moderate price, 4 star guesthouse in the east area with wifi and parking. Will that work?
958,I can try to see if we do. Can you provide when you want to stay and for how long?
959,Done! Your reference number is 0C3Z1QKO. Can I help you with anything else?
960,The entrance fee is 2.50 pounds and the address is saint john's street.
961,It is located in the centre.
962,Thanks for letting us assist you today!  Have a great trip!
963,I have 33 choices. Is there a particular area you would like to stay in?
964,Do you have a parking or internet preference?
965,I have 14 hotels that meet your criteria. I can narrow that down further depending on which part of town you want to stay in.
966,There are 12 guest houses that are moderate pricing and offer both free parking and Internet what part of town do you want
967,I'm afraid there aren't any in the Centre part of town. Would you like to try a different part of town?
968,Limehouse is 4 star guesthouse in the north area with free internet and parking.
969,Booking was successful. Reference number is : QF7QDED6. Is there anything else I can help with?
970,TR6583 leaves Cambridge at 09:00 and arrives at london kings cross at 09:51.Do you want me to book this?
971,You're all set! Your reference number is AXBH3MC7.
972,Are you certain there isn't anything else I can help you with?
973,You're welcome. Have a great day.
974,I can help with that. Where will you be departing from?
975,Well, there are 101 trains arriving before 15:15 on Friday. Is there are area you are coming from so I can narrow it down for you?
976,Okay. We have you booked for 8 tickets on the TR3147. The total fee is 140.8 GBP which can be paid at the station. Your reference number is YRM9L6LV.
977,The Lensfield hotel has a 3 star rating and provides internet and parking.  Would you like me to book them for you?
978,Sure.  The address is 53-57 lensfield road.  Is there anything else I can help you with?
979,Yes, the Lensfield offers both free parking and wifi.
980,Okay. I will need to know the day, how many nights you'll be staying, and how many people will be in your group.
981,Is there anything else I can help you with?
982,I would be happy to help you find a train.  Can you please tell me where you will be departing from?
983,What day were you wanting to travel?
984,TR7040 leaves at 11:39. It arrives at 13:07. Would you like me to book that for you?
985,There are 18 moderately priced hotels and guest houses in cambridge.  Do you have any more requirements to help narrow it down?
986,Cityroomz is nice. Free internet too! May I book a room for you today?
987,Sure, Cityroomz is located in the town centre, at the Sleeperz Hotel on Station Road.  The phone number is 01223304050.  Can I help you with anything else?
988,The exact address is Sleeperz Hotel, Station Road postcode cb12tz.
989,You're welcome. Goodbye!
990,You could check out the cambridge contemporary art museum on 6 trinity street.
991,Certainly, it is 01223324222. Anything else I can help you with?
992,Yes, rosa's bed and breakfast is a guesthouse located in the south part of town in the cheap price range. It has free parking and internet. Would you like to book?
993,I have you booked successfully for 7 people. The reservation number is NGWU3I57
994,You're welcome, Enjoy your stay.  Goodbye.
995,I have moderate and expensive priced restaurants. City stop restaurant serves european and is on the expensive side. Or may I suggest saigon city, they have asian?
996,Yes, both Hakka and The Hotpot serve Chinese.  Can I book either for you?
997,Booking was successful. The table will be reserved for 15 minutes.Reference number is : KWV7HGEB.
998,On what day will you be traveling?
999,There are 4 trains that will arrive before 12:45, do you have a preferred departure time?
1000,I was able to book the 11:29 train which arrives at 12:07. The cost is 10.1 GBP and your reference is AAX97X46. Anything else I can assist you with?
1001,It was my pleasure. Have a great day!
1002,There are several 4 star guesthouses to choose from.  What price range would you prefer?
1003,How does the acorn guest house sound?  It is in the north.
1004,Your room has been booked. Your reference number is AVBX60NT.  Is there anything else I can help you with?
1005,Thank you and have a wonderful day.
1006,There are many museums in Cambridge. Is there a specific area that you would prefer? Also, do you prefer free or a cost for the museum?
1007,One of my favorites that I could spend all day in is Cafe Jello Gallery on the west side.  Is there anything else I can help with?
1008,The entrance fee is free and the postcode is cb30af. Is there anything else I can help you with?
1009,You're very welcome. I hope you enjoy your visit.
1010,Yes, I can certainly help you with that. Is there an area of town you prefer to stay in? And do you have a price range in mind?
1011,I have about 10 options of cheaper rooms. Most are guesthouses and 1 is a hotel. Do you prefer one over the other?
1012,Is there a particular side of town you prefer?
1013,The hotel is located in the west. Would you like a guesthouse instead?
1014,I have two. Would you prefer 3 or four stars?
1015,Ok, I will book you in the University Arms Hotel.  How many people are staying in the hotel and for how many nights?
1016,Yes, they have free wifi.  Would you like to book a room now?
1017,the address is regent street, cb21ad. what else can i do for you?
1018,the TR 0559 is your best match, it gets you there at 10:32, interested?
1019,Ok, your reference number is 50DORSNY.
1020,You're welcome. Have a great day!
1021,I will be glad to help you with that. Where will you be departing from?
1022,Awesome. Will it be just you that wants to book this?
1023,All of the available trains for that day from London Kings Cross to Cambridge have a travel time of 51 minutes.
1024,Certainly. What sort of hotel did you have in mind?
1025,I have 17 hotels that fit those criteria, is there a particular area or type of accommodation you would prefer?
1026,Yes I have one called Cityroomz. Would you like me to book it for you?
1027,The booking was successful. Your reference number is KT14CB0J. Is there anything else I can help you with today?
1028,You're welcome! Let me know if you need anything else.
1029,Queen's College is found on Silver Street, and their phone number is 01223335511. Is there anything else you'd like to know?
1030,The entrance free is 2.50 pounds. Can I provide you with any other information?
1031,Sure, I can help you with that.  Where will you be travelling to?
1032,Sure, I have a number of options for you.  What time would you like to leave?
1033,Definitely. How many people will be traveling?
1034,Ok.  I was able to book one ticket.  Your reference number is M0PIMESH.
1035,thanks for inquiring with us and have a great day
1036,You're welcome. If we can be of further assistance, please let us know. Good-bye.
1037,What day would you like to travel?
1038,TR2716 will leave cambridge at 13:01 and arrive at birmingham at 15:44. The trip will take 163 minutes and cost 75.10 pounds. Would you like to book?
1039,I booked the train. It was 225.3 and your reference is AS5SBC8P. Do you need help with anything else?
1040,It's located in west Cambridge on silver street. The postcode is cb39et. The phone number is 01223335511. The entrance fee is 2.50 pounds. Do you need anything else?
1041,Thank you for using the Cambridge TownInfo centre.
1042,What time would you like to arrive there by?
1043,Okay, you're all set. Be on the look out for a blue tesla. You can reach the taxi at 07814723348. Can I do anything more for you?
1044,Have a great day!
1045,I am able to, do you have an area, price range, or food type you'd like to try?
1046,The Lucky Star sounds perfect for you. Would you like me to make a booking?
1047,Yes of course. The Lucky Star's address is Cambridge Leisure Park Clifton Way Cherry Hinton and their phone number is 01223244277.
1048,There quite a few attractions in the area. Is there one in particular you're interested in - maybe a museum? nightclub? cinema?
1049,Sure!  The Cineworld Cinema is a cinema in the south.  Their phone is 00872208000.  Their address is Cambridge Leisure Park, Clifton Way.
1050,You're welcome, have a great day.
1051,I'm sorry, there are no Catalan dining establishments in the city centre. Would you like to look for a different cuisine or area?
1052,I have the cote in the centre. It is in the expensive range. Would you like to make a booking?
1053,Ok, you are all set for cote on Friday, table for 8 at 17:30.  Can I help with anything else?
1054,Booking was unsuccessful. Can you try another time slot?
1055,One moment while I try to make the reservation of table for 8, Friday at 16:30.
1056,I've got you booked for 16:30.  The reference number is EQ0YAQ1G.
1057,There are lots to choose from under that criteria. What day would you like to travel on?
1058,Ok great, I was able to book you on train TR4296 departing 09:48 and arriving 10:38.  The reference number is P3AGODMA.  Can I assist you with anything else?
1059,I'm happy to have been able to help you today.  Take care.
1060,There are 110 entries. Is there a type of food you are searching for?
1061,Your booking was successful and the reference number is V44G1K2D.  They will hold your table for 15 minutes on Tuesday at 16:15.  Is there anything else?
1062,There are four different guesthouses that meet your requirements.  Did you want it in a specific area?
1063,The bridge guest house is available. Would you like me to book it?
1064,I was able to book that for you and your reference number is 2399P9ME.
1065,Will you be leaving from the guesthouse and need a taxi for 4?
1066,The taxi picking you up will be a black fordContact number	:	07355341802. Is there anything else I can assist you with?
1067,Thank you for using our services.
1068,Okay, have a good trip goodbye
1069,Okay, there are several trains available.. looks like they are all going to Cambridge. Is that where you would like to go?
1070,Yes, there are five trains that leave after that time. Is there a time you would like to arrive by?
1071,i  recommend TR5754. it leaves 11:24	. can i book for for
1072,Would you like to book a room at the acorn guest house?
1073,I've made those reservations and your reference number is 2OQY5DXG.
1074,Thank you for using the Cambridge TownInfo centre! Have a nice trip!
1075,There are no listings for an Afghan restaurant on the west side.  Would you like to try a different area or cuisine?
1076,I have restaurants specializing in thai food, indian, european or british food. Which would you prefer?
1077,Sure, how about maharajah tandoori restaurant, they serve Indian food in the west. Can I book a table for you?
1078,Absolutely! The postcode is cb30ah. Is there anything else I can assist you with?
1079,You're welcome. Thanks for using our service, goodbye.
1080,Yes there is a Portuguese restaurant in Cambridge  with two different locations, would you like the addresses?
1081,I have two Turkish restuarants, both in the centre and both expensive. May I recommend anatolia?
1082,I am sorry. I mistook that price range. The Anatolia is in the moderate range. Would that work for you?
1083,Booking was successful. The table will be reserved for 15 minutes.Reference number is : 96ZYHLN1.
1084,You are more than welcome!
1085,What day would you like to travel?
1086,I have 5 trains departing cambridge on Friday to birmingham new street.  The earliest is leaving at 19:01 arriving by 21:44, will this suit you?
1087,Booking was successful for TR5389, the total fee is 225.3 GBP payable at the station.  Your reference number is E9OPMWVM.  Do you need further assistance?
1088,Well, there are quite a few museums and colleges you can visit in this area. Do you want to pay an entrance fee?
1089,I'm sorry but I don't have any concert halls in the West part of town.
1090,Absolutely! We have 7 of them. Would you like details on any specific one?
1091,Sure thing! I've picked for you Kettle's Yard Museum. Their phone is 01223295264 and they're located in postcode cb30aq at 23 high street, fen ditton. Is that everything you need today?
1092,You're welcome. Have a great day.
1093,I have 21 guesthouses in cambridge.  What price range and what area were you looking for?
1094,Ok, there are 16 hotels that meet that criteria. Is there a particular area of town you're interested in?
1095,The Alexander Bed and Breakfast is a popular choice. It's inexpensive, but rated 4 stars, and offers both free parking and free wifi.
1096,which day would you like to book and for how long?
1097,Booking was successful, your reference number is : XV3JOKGD.  Is there anything else I can assist you with?
1098,I think TR3735 would be acceptable.  It leaves Saturday at 15:01 and arrives in Birmingham New Street at 17:44.  It's 163 minutes of travel time. Should I book it?
1099,Okay the booking was successful and total cost is 480.64 GBP payable at the station. Reference number is : GSCM7CWQ. Anything else I can help you with?
1100,Thank you for contacting us and have a nice day.
1101,I see that there are none, maybe I should reconsider the cuisine. Thank you
1102,There is no middle east food in that area, another place or type perhaps?
1103,There are 5 Italian restaurant options available.  Is there a particular area of town you prefer?
1104,There are 3 available. Which do you prefer: Pizza Hut City Centre, Ask, or Zizzi Cambridge?
1105,I have booked the Pizza Hut City Centre. The rederence number is XDDR16EJ. Is there anything else you need today?
1106,There are 18 guesthouses with 4 stars. What part of town do you prefer? Or do you have a price range?
1107,How about the Alexander bed and breakfast?  It is in the same part of town and price range as the restaurant.
1108,I'm sure they do, would it be for the same amount of people? And how many days are you staying?
1109,What day will you be staying?
1110,Booking was successful. Your reference number is USCL95YH. Is there anything else I can help you with?
1111,You would like a second hotel, for which night and location?
1112,Perfect I have booked you a yellow lexus. The contact number is 07350800727. Is there anything else I can help you with today?
1113,You're welcome. Glad I could help.
1114,Where will you be traveling from on Thursday?
1115,TR0720 departs cambridge at 21:00 on Thursday, heading to london kings cross. How many tickets do you need?
1116,The cost for one ticket is 23.60 pounds.
1117,Booking was successful, your reference number is D8JELRTU. La tasca is located at 14 -16 Bridge Street. Would you like a reservation?
1118,I'd be happy to book that for you, what day and time would you like that reservation for?
1119,The table will be reserved for 15 minutes. Your reference number is XN08QJTD.
1120,Is there anything else I can help you with today, or are you all set?
1121,Thank you for using our system!
1122,There aren't any swimming pools in south Cambridge. Do you to expand your search to different areas or other types of attractions?
1123,Yes! I have one called Cineworld. Would you like their telephone number.
1124,Cineworld Cinema's phone number is 00872208000.  Unfortunately, I am unable to view their entrance fee.  Did you also need the address?
1125,On what day?
1126,train TR7535 should be ok, should I book?
1127,That booking was successful. Your reference number is I76GOXIN and the cost is 54.88 GBP. Anything else?
1128,Thank you for contacting Cambridge TownInfo Centre.  Have a wonderful day!
1129,May I ask where you are travelling to? And what day?
1130,Is there a certain time you would like to arrive in cambridge?
1131,I have train TR7978 leaving at 15:39 and arriving at 17:07.  Would you like to book that?
1132,I have 33 restaurants available. Do you have a type of food preference?
1133,there is one in that area called darrys cookhouse and wine shop
1134,Booking was successful. The table will be reserved for 15 minutes. Reference number is : GZ0X842D. Anything else I can help with?
1135,Thank you for using the Cambridge TownInfo centre. Please have a pleasant day.
1136,There are 32 hotels or guesthouses with free wifi. What price range are you looking for?
1137,What part of town are you interested in? East, north or south?
1138,How about a and b guest house?
1139,When would you like to book this for?
1140,Sorry, the hotel can't accommodate you for that time frame? Want to try a different date?
1141,I can try for the Acorn Guest House, if you'd like. They're on Chesterton Road.
1142,Sorry, the Acorn Guest house is not able to accomodate you either. I checked with the other moderately priced 4 star lodgings with free wifi, and none have those dates available. Will any other stay work for you?
1143,I've booked that for you. The reference number is 3CRY3DDP. May I help with anything else?
1144,You're welcome. Have a great day.
1145,Certainly! What are your departure and destination locations?
1146,Thanks for that information. Is there a time you would like to arrive by?
1147,The TR0776 leaves Cambridge at 18:21 and gets into Leicester at 20:06. Do you want me to book it for you?
1148,Your booking was successful, the total fee is 226.8 GBP payable at the station. Your reference number is:  17I15NSK. Is there anything else I can help you with today?
1149,We have 6 different guesthouses that fit your criteria. Do you have a specific price range in mind?
1150,carolina bed and breakfast	has free wifi and parking if you want to book there.
1151,Great, your Booking was successful,  your reference number is : EFRLBEKA. for thursday 5 nights for 6. Anything else I can help you with today?
1152,Your welcome. Enjoy your trip. Goodbye
1153,The Lensfield Hotel is located on the south end. The address is 53-57 lensfield road, postcode	cb21en. Can I get you any more information?
1154,The Lensfield has been booked according to your specifications. Your reference number is: OSP4TRB9. Is there anything else we can help you with?
1155,You're welcome, you have a great day as well.
1156,I can't find any entertainment venues in the centre.  Would you like to try something different?  A museum perhaps?
1157,Sure, there are 13 colleges in that area.
1158,Christ's college is one I would recommend, their phone number is 01223334900, post code is cb23bu, and there is no entrance fee.  Can I help you with anything else?
1159,Where are you traveling from? There are 5 trains from london kings cross that arrive by that time.
1160,The first train leaves at 5:35.
1161,Your reservation has been made. the total fee is 17.6 GBP payable at the station. Reference number is WOG8WD79
1162,I am glad I can help and enjoy.
1163,Thank you for contacting us have a nice day.
1164,It's phone number is 01223276653 and is located in postcode cb30nd
1165,You're all set.  Your booking was successful and your reference number is VMI0R4J4.  Anything else I can help with?
1166,There are many trains that will fit your schedule. Where will you be departing from and will you be traveling on Thursday?
1167,I'm sorry, there are not trains leaving leicester on thursday.  Would you like me to look on another day?
1168,Do you know what they would be called?
1169,Your welcome. It has been a pleasure assisting you today. Goodbye
1170,Ok.  Are you departing from Cambridge?
1171,What day and time would you like to depart?
1172,Alright, and what time would you like to leave or arrive by?
1173,Okay. TR6572 departs at 05:29. Would you like me to book that for you?
1174,The price is 8.08 pounds per person, would you like me to book you?
1175,Okay I got 1 ticket for you. The reference number is 3UO2LJIV. Anything else today?
1176,I'm sorry, there are no theatres in the east.
1177,i have the cherry hinton water play park. they have free entrance. the address is cherry hinton hall, cherry hinton road. the postcode is cb18dw. phone number is 01223446100.
1178,I am glad to help enjoy !
1179,Have a nice day.
1180,I would be happy to help with your request, first I'll need to know where you'll need picked up from.
1181,I booked your car for you. They will be driving a white Toyota and their contact number is 07910293411.
1182,You're welcome. Have fun!
1183,I can definitely help you with that! What area are you staying in, and what's your price range?
1184,I have two options for you, and they are both 4 stars: Finches Bed and Breakfast is a guesthouse and The Cambridge Belfry is a hotel.
1185,Oh, no problem.  You would love the Huntingdon Marriott Hotel.  4 stars, expensive, free everything.
1186,For how many people. What night and how long?
1187,Okay, the booking was successful. The reference number is TKFWTSZE. Can I help you with anything else?
1188,There are none would you like to try a different area?
1189,I found 2 entertainment places. Cherry Hinton Hall and Grounds and Funky Fun House both located in the east. Do you have a preference?
1190,It is on Cherry Hinton Road, CB18DW, and the phone number is 01223446104. Can I help you with anything else?
1191,Excellent, have a great trip!
1192,Sure! What is your departure site?
1193,Booking completed! A grey ford will be picking you up.  The contact number is 07689877132.
1194,Okay great. Have a nice time!
1195,There are 110 restaurants in Cambridge. To help narrow down results, is there a particular type of food you are looking for?
1196,Sure, do you care if it is cheap or moderately priced?
1197,The varsity restaurant may have availability.
1198,I have booked your table. Your reference number is ADPJRX82. Is there anything else I can help you with?
1199,Where will you go to and from?
1200,Do you have a time that you need to leave or arrive by?
1201,I've got you on the TR4678, leaving London at 7:39 and arriving in Cambridge at 9:07. Reference number is 79ZUO01J and the total fee is 26.56 GBP payable at the station.
1202,Is there anything else I can do for you today?
1203,You are very welcome. Have a great day.
1204,i haven't found any expensive panasain restaurants. should i try another price range?
1205,I have a couple. Both are in the centre. la mimosa, shiraz restaurant
1206,Booking was successful. The table will be reserved for 15 minutes. Reference number is : ER5DFE50. Is there anything else I can help you with?
1207,Have a great day!
1208,Yes, there are 21 4 star hotels to choose from, do you have a price range in mind that you'd prefer?
1209,I found 11. Would you like to specify an area?
1210,There are 5 hotels would you like a certain area?
1211,Might I suggest the Limehouse. They offer free parking and free internet. They are located in the north at 78-80 Milton Road. Would you like to book a room?
1212,I can help you with that, but first, I'll need more info.  What are your departure and arrival locations?
1213,If you want to depart after 8:00, I can get you on the 8:01 out of Cambridge. It will arrive at 10:44.
1214,The booking of TR2164 was successful, the total fee is 75.09 GBP payable at the station. Reference number is : NXKSU2ZZ. Is there anything else I can help you with?
1215,Have a wonderful day!
1216,Do you have a price range?
1217,We have 3 guesthouses and 1 hotel that fit your needs. Would you like to stay in a hotel or a guesthouse?
1218,All right, I've booked you a room at The Lensfield Hotel. The reference number is YTMC5LL4. What else can I do for you?
1219,Thank you for contacting the help desk. Have a great day.
1220,There are none available, do you have another attraction?
1221,I have two places. Nusha and Tipin. Which would you prefer?
1222,The address for Nashua is unit g6, Cambridge leisure park, clifton road. Phone number is 01223902158.
1223,What area would you like?
1224,I'm not seeing any expensive Irish restaurants.  Is there a different type of food you might want?
1225,la mimosa is located in the centre and is expensive.
1226,For how many people?
1227,I was able to book a reservation for three people at La Mimosa for Sunday at 11:15. Your reference number is 49PN9E3W. Is there anything else I may help you with?
1228,You're welcome. Have a great time!
1229,kindly narrow down your specifications so that i can find you a train that suits you best, like time of arrive and departure
1230,What time would you like to leave at?
1231,Alright, TR1830 arrives by 14:43, does that suit your needs?
1232,It costs 12.80 pounds and it leaves at 13:54. Would you like me to book you seat?
1233,Do you have any other preferences?
1234,We have 8 hotels with free parking, such as the 4 star Huntingdon Marriott in the west. Is there any particular price range or location you need?
1235,That narrows it down to 2 choices. I have the Ashley Hotel and the Lovell Lodge. Both are hotels located in the north. Both have a 2 star rating.
1236,From which day will you be needing the hotel?
1237,I was unable to book the ashley hotel for those times. Would you like to try a different hotel?
1238,I am unsuccessful with those days.  Would you like to try a different number of days or another day?
1239,Yes, I was able to book the Lovell lodge for 3 nights. The reference number is M9TETW62. Is there anything else I can help you with?
1240,Have a great trip!
1241,The Missing Sock is a cheap restaurant. They serve international cuisine. Does that sound good?
1242,Your reservation the The Missing Sock was successfully booked for Monday at 18/15 for 2. Your Reference number is : IOPD5NU7.
1243,I can help with that, too. Where are you departing from and where are you going, please?
1244,I have 19 trains. Do you have a preferred arrival or departure time?
1245,There is a train that leaves at 8:40.
1246,Yes, I booked the tickets and your reference number is 1TARW3RS
1247,Thanks you for visiting us in Cambridge and enjoy your trip!
1248,Yes, there are quite a few! What area of town would you prefer?
1249,Tandoori Palace is in the West part of town, located at 68 Histon Road, Chesterton. Can I make a reservation for you?
1250,The Tandoori Palace is located at 68 Histon Road Chesterton, postcode cb43le, and their phone number is 01223506055. Can I help you with anything else?
1251,Have a nice day.  Good Bye.
1252,There are a lot, ranging from All Saints Church to The Cambridge Corn Exchange. Did you have something specific in mind?
1253,all saints church is in the center and it's known for it's architecture. The entrance fee is free.
1254,How about the Meze Bar Restaurant? It is located in the city centre.
1255,My pleasure! Have a wonderful day and thanks for contacting the Cambridge TownInfo centre.
1256,I'll be happy to help with that. Can you tell me the day, time and how many people in your party?
1257,The booking was successful. The table will be reserved for 15 minutes. Reference number is 4916J7LZ. what else can I help you with?
1258,Perfect, have a great meal.
1259,I can help you with that. One leaves friday at 05:17, is that time okay for you?
1260,I have a train that leaves Tuesday at 11:17 that will arrive at 12:08. Would you like to make a reservation?
1261,I was able to book your train. Your reference number is F13RS8CP. Is there anything else that you need?
1262,It looks like we don't have any of those. Would you like to try something else?
1263,I have curry garden	for Indian in the centre of town, but no south indian.
1264,I have two options. I can recommend la mimosa. Would you like me to reserve a table?
1265,Other than the La Mimosa Restaurant, I also have the Shiraz Restaurant. Both are located in the center and are expensive. Which do you prefer?
1266,Ok perfect, would you like me to book a reservation for you?
1267,The postcode is cb21dp. Is there anything else I can help you with today?
1268,Let me know if you need anything else.
1269,Thank you for using our system!
1270,TR4404 departs cambridge at 05:29 and arrives at 06:07 in Bishops Stortford. Would you like me to book it?
1271,TR3844 departs Cambridge Wednesday at 13:29 and arrives in Bishops Stortford by 14:07. Would you like to reserve a seat?
1272,That train ride will take approximately 38 minutes.
1273,Do you need me to book this for you?
1274,I was able to book the room for you, your reference number is A6WU1HRS. Is there anything else I can assist you with today?
1275,Glad I could help!
1276,I am.  It is a great portuguese place.  They have two locations in town.  One in the South and on in the city centre.
1277,Nandos in the south is at Cambridge Leisure Park Clifton Way. Nandos City Centre is at 33-34 Saint Andrews Street. Do you need additional information?
1278,The cambridge belfry 4 star hotel is a hotel in the west part of town in the cheap price range. Would you like any more information?
1279,The postcode for the nandos is cb17dy
1280,They do have free parking.
1281,cb236bw Is the postcode for the Cambridge Belfry. Do you need to book this hotel?
1282,it's an inexpensive hotel
1283,Is there anything else that I can assist you with, today?
1284,Thanks for letting us assist you today!
1285,We have 33 locations to stay, do you have any other requirements?
1286,bridge guest house is your choice. its located  in 151 hills road. can i give you the address
1287,Yes, both free internet and free parking.  Can I help you with anything else today?
1288,There are 3 chinese restaurants in the South.  Two are in the expensive range and one cheap.  Do you have a preference?
1289,Yes, I have the lucky star if you would like a cheap option, or there are two more expensive options. Do you have a preference?
1290,The postcode is cb17dy. Is there anything else I can help you with?
1291,What time would you like to arrive at the restaurant?
1292,a blue tesla has been booked for you. the contact is 07250562643
1293,Good bye, have a great day.
1294,I'm sorry, it appears the only architectural attractions in Cambridge are in the city center. Would you like info on any of them?
1295,I have 7 in the west area. Would you like information about the kettle's yard or cafe jello gallery maybe?
1296,It is free and the address is castle street.
1297,I'm having trouble finding one, would you like to try a different price-point or type?
1298,There are a few moderately priced Chinese restaurants in the centre of the city and one moderately priced in the North. Do you have a preference?
1299,Yes, I was able to book you at Lan Hong House in the centre, reference number IJ75KACV. Is there anything else I can help you with today?
1300,Yes, it is IJ75KACV.
1301,Thank you for contacting Cambridge TownInfo centre. Goodbye!
1302,There are a number of guesthouses in the area with free parking. Do you have a preference for price range or area that you want to stay?
1303,How about Bridge Guest House?
1304,Booking was not successful. Perhaps another day or shorter stay?
1305,Could you choose a different check in day perhaps, or a shorter stay?
1306,Sorry, there must have been a glitch in the system. You are booked at bridge guest house starting Monday for 3 days, 8 guests. Reference # is 7CKEPRO5
1307,you are welcome. enjoy your day
1308,In what area would you prefer it to be?
1309,I have 9 of them. If you don't have a certain area, I can recommend the el shaddai.
1310,Your rooms at the El Shaddai have been booked. Your reference number is JYUN4Q2R. Is there anything further I can assist you with today?
1311,What are your departure and destination cities?
1312,I have 16 trains to choose from. Do you have a price preference?
1313,Ok the TR9595 leaves at 20:40, do you want a booking?
1314,Booking was successful, the total fee is 40.4 GBP payable at the station. Reference number is : M9UXW8S8.
1315,My pleasure. Enjoy your stay.
1316,I found the Cambridge Belfry hotel located in the west and in the cheap price range.  Would you like me to book this for you?
1317,There are 15 choices. Can I recommend acorn guest house in the north? If so, would you like to make a reservation?
1318,The Acorn offers both.
1319,Sure, how many people will be staying, and did you want the booking for Wednesday, or Monday?
1320,Unfortunately, I was unable to book the acorn on that day for that length of time. Would another day or a shorter stay work for you?
1321,I was able to reserve that reference number is 49T1D4B9.
1322,I have several for you. Where is your destination and day?
1323,Train TR4076 leaves at 13:29, would you like me to book that?
1324,10.10 pounds	is the price
1325,There are 202 trains that match your trip. Do you have a specific departure city?
1326,Okay, where would you like to go?
1327,There are two trains departing Ely at 5:35 and 7:35 that will arrive in Cambridge by 8:00.  Would you like to book either train?
1328,Train id is TR1037. It will be in the same city, yes. Anything else?
1329,I was able to reserve it, reference number is CXECKIOH.
1330,Are you looking for one in addition to the one we just made a reservation at?
1331,Have a good day!
1332,Of course! There are 69 restaurants in the centre. What type of food would you like?
1333,Sure, how about stazione restaurant and coffee bar. Can I make a reservation for you?
1334,Your table is reserved. Reference number I40Q0GZM.
1335,You're welcome, was there anything else you need?
1336,You're welcome, enjoy your meal.
1337,Thank you for using Cambridge TownInfo Centre. Have a fantabulous day!
1338,I would be happy to. Where are you traveling?
1339,TR5164 departs Cambridge Wednesday at 14:01 and arrives in Broxbourne by 15:01. Would you like to book a ticket?
1340,Yes, I will book 5 tickets for you.
1341,Reference number is : 2GRQX8N4. Anything else?
1342,Sure, do you have a preference in the area of town?
1343,There are no hotels that meet that criteria in the east but we do have 3 moderately priced guesthouses available. Would one of those work?
1344,Okay, the carolina bed and breakfast is a 4 star rated guesthouse and its postal code is cb13nx.
1345,Glad to be of help. Please contact us again if you need any other information about Cambridge!
1346,Do you have any restaurant name in mind, Choice of food and location, price range so we narrow down our search for you?
1347,Would you like me to book you a reservation?
1348,I made the reservation, and here is your reference number:  8KULT1F8.  Thank you for calling our help desk!
1349,The attractions in that area are boat, a park, and swimming pool. Would you like more information on any of these?
1350,I would recommend Milton Country Park. Would you like the information?
1351,It is a country park, suitable for walking and such. Is there anything else I can assist you with?
1352,You are welcome, have a great day!
1353,There are 22 cheap restaurants in town. Do you have a food preference or an area of town you want to eat in?
1354,I have found 1 restaurant matching your criteria, The Missing Sock. Would you like to try it?
1355,I have booked your table. The Reference number is : RQS2GVAQ.
1356,Unfortunately, I don't happen to see any architecture attractions in that area of town. Can I find something else for you?
1357,Yes, there is The Cherry Hinton Village Centre. Would you like more information about it?
1358,The address is colville road, cherry hinton. Can I help with anything else?
1359,I can take care of that. Do you have a time you would like to leave? I imagine you would like to arrive on time for your reservation
1360,OK, a yellow Skoda will pick you up at the Cherry Hinton at 12:30 to get you to the restaurant in time for that 13:00 reservation. Contact number 07137765445.
1361,You're welcome, have a great day!
1362,I have several choices, do you have a time for your departure?
1363,And where will you be leaving from?
1364,I have train TR1086 that leaves at 16:06 and will have you in Peterborough at 16:56. Would this work for you?
1365,How many tickets will you need?
1366,I've booked you 7 tickets on the TR1086. Your reference is IJ6ZQ2GF and the total fee of 92.4 GBP is payable at the station. Can I help you with anything else?
1367,sure, in what area of town?
1368,The Hamilton Lodge is a guesthouse that meets your specifications. Would you like any additional information? I could also book a room for you.
1369,I'd be happy to! How many are in your party and how many nights will you be staying?
1370,I have made your reservations and your reference number is CKPI787R.
1371,Gald I could help. Enjoy your stay.
1372,Okay and what will your destination be?
1373,Great! Look for a grey volkswagen. The contact number is 07183817206. May I help with anything else?
1374,No problem, thanks for contacting us.
1375,There are five nightclubs in the centre of town and one nightclub on the south side. Do you have a preference on location?
1376,In the centre, 4 of the nightclubs have a fee of 5  pounds and one has an entrance fee of 4 pounds. What else can I help you with?
1377,There are several trains leaving what day do you want to leave
1378,I still have 5 entries.  Arriving every two hours starting at 05:52 and the last at 13:52.  Which arrival time would you like?
1379,Ok.  Well TR4849 sounds like your best bet then.  It will arrive by 13:52.  Would you like me to book it for you?
1380,your all set! Your reference # is NKU3LCM7.  Anything else I can help you with today?
1381,You are welcome. Let us know if you need anything else.
1382,Yes I can. What restaurant are you looking for?
1383,I've located the maharajah tandoori restaurant for you.  It serves indian food, it's in the west area and is in the expensive price range.  The phone number is 01223358399.
1384,I've got your booking set, the reference number is 9RMFGJMA.
1385,There's Camboats on the plough, green end, fen ditton. Can I help you with anything else?
