700,produce . i decided to go down the healthcare route because its hard to get into
701,i am not sure yet . so , what do you like ?
702,sounds like a nice life you got
703,well , i am happy for you !
704,great ! just coding for apple . and drinking an iced tea
705,eh ! iced tea with home grown canada syrup delicious
706,red or blue ? coding is so much fun ! how old are you ? i am 22
707,i freelance mostly website coding and such .
708,cool ! ! any property in canada ? my family is looking to upgrade .
709,what do you like to do ?
710,fishing is fun ! we ice fish up here
711,hi , not doing much . recovering my brother wedding was saturday
712,it was too much fun ! steak sounds good
713,i like board games . how about you
714,i used to go camping in arizona , that is why named my cat arizona
715,cats are my favorite . just graduated vet school
716,i like working pets more than people
717,what kind of music you like
718,me too , i like classical best
719,i am doing good . i finally got a moment to myself .
720,what kind of projects do you mean ?
721,interesting , do you have a job ?
722,do you work at a vet ?
723,oh , that sounds horrible . i work part time at my moms pizza restaurant .
724,i bbq chicken pizza , it is so good . i recommend it .
725,i have a bit of a stutter when i get over excited .
726,what do you do for fun ?
727,very well thank you , just left the factory . yourself ?
728,same here , now i want to watch the buckeyes game !
729,i love horses . who is your favorite singer ?
730,i like prince , probably because i love the color purple .
731,i love the city but i am scared of the water .
732,i never learned to swim . what kind of horses ?
733,my cat is named lily . small world .
734,do you like any sports ?
735,bad , i am broke and my low income apartment has rent due tomorrow
736,same here , fast food does not pay like how i thought it did at 16
737,i hate all animals to be honest
738,dropping out of high school was a bad idea . the landlord just called .
739,lucky , he can give you slack .
740,not running is what makes me cry like a baby
741,i just did 15 miles .
742,running is the only thing keeping my mind off how hungry i am all the time
743,i am well tired an you ?
744,my friend got married last week it was beautiful
745,what is that ? an outside at the park so nice . do you like bands ?
746,no it was local with rush as the band
747,it was , so what about you ?
748,aw that is cure i work sales
749,i do online for a cable company
750,really ? i am with the competition lol
751,i am great , how are you ? i like to workout .
752,while i am still young i am building up my muscle .
753,my down fall is that i love tea .
754,i do web design and what do you do ?
755,yes very nice car . i am a country girl who likes a truck .
756,funny thing is i am from canada
757,it is ok , i wanted something different .
758,way out in the country , love country life .
759,doing well . i live in ohio and my job is in a factory . you ?
760,i hear ya . i get dirty working in my garden .
761,true . i love my cat . she has a purple litter box .
762,she does . she sits with me when i watch the buckeyes on tv .
763,i like simple plan as well .
764,no , it is just me . been busy as of late .
765,that is cool . is she a good girl .
766,i cannot afford alcohol . i can barely afford to pay my other bills each month .
767,i work as a kindergarten teacher . i love kids !
768,i see . did you graduate college ? i just did two years ago .
769,that is awesome ! where is that ? i live in seattle .
770,i have not heard of that town . i share an apartment with 2 roommates .
771,i could ! i just wish i could afford it .
772,i am afraid of not being able to pay my bills .
773,maybe , i might have to if things do not start looking up .
