targets	response	precision	recall	f1
I usually just watch TV or play video games.	[' hobbies no ']	[' TV yes ']	0.30568652248055517	0.30568652248055517	0.30568652248055517
I don't really cook that much.	[' cooking no ']	[' food yes ', ' cooking no ']	0.9999999960595128	0.7303097242449967	0.844137570051559
Eh, I'm not really into basketball.	[' sports no ', ' basketball no ']	[' sports no ', ' NBA team no ', ' LA Lakers no ']	0.8650707407441998	0.6859713118698244	0.7651806859632195
No, I don't. I'm not really a big fan of animals.	[' pets no ', ' pet ownership no ']	[' pets no ']	0.8604685583552911	0.999999977518144	0.9250019792529266
Actually, I haven't watched any good movies recently.	[' movie no ']	[' movies yes ', ' movie quality no ']	0.8405126655780739	0.7630931945170223	0.7999340872575194
No, I haven't.	[' movie yes ', ' movie series no ', ' Bourne series no ']	[' food yes ', ' cuisine yes ', ' Thai yes ']	0.36234976460493895	0.5110209799310736	0.4240314504342194
Yummy! I'm a big fan of bacon.	[' food yes ', ' bacon yes ']	[' food yes ', ' bacon yes ']	0.999999997467252	0.999999997467252	0.999999997467252
Honestly, I'm not really into sci-fi movies.	[' movie no ']	[' movie yes ', ' genre no ', ' sci-fi movies no ']	0.8874147804621596	0.779663569124199	0.8300569378762166
No, I haven't. What is it?	[' food yes ', ' Japanese food yes ', ' Okonomiyaki unknown ']	[' restaurant yes ', ' new restaurant yes ']	0.5294567827922136	0.6377816453394635	0.5785927021026133
It was pretty uneventful. I just stayed at home and watched some TV.	[' weekend yes ', ' TV yes ']	[' weekend no ']	0.4939475774977607	0.7279741873313367	0.5885500965170338
Yeah, I watched it last week. I thought it was a unique concept, but the execution could have been better.	[' movies yes ', ' genre unknown ', ' Yesterday yes ']	[' movie yes ', ' movie quality yes ']	0.5881334037022116	0.8327538905317371	0.6893866699663075
Mostly vegetables and herbs. I've got some tomatoes, peppers, basil, and thyme.	[' gardening yes ', ' plants yes ', ' vegetables yes ']	[' gardening yes ', ' vegetables and herbs yes ']	0.8243786785850853	0.9457114994890942	0.8808866417413307
Actually, I find yoga really helpful for reducing stress.	[' mental health yes ', ' yoga yes ']	[' fitness yes ', ' yoga yes ']	0.8147313453325514	0.8373485969239649	0.8258851541437814
I really enjoy sushi. Have you tried any good sushi places around here?	[' restaurant yes ', ' food yes ', ' sushi yes ']	[' food yes ', ' sushi yes ', ' sushi place yes ']	0.9055490740629087	0.9703615445811905	0.9368356780632534
Why not? You should definitely start playing again.	[' video games yes ']	[' video games yes ', ' pastime yes ']	0.999999982349641	0.7180124859785629	0.8358641005720778
Yeah, I did.	[' TV show yes ', ' Black Mirror yes ']	[' movies yes ', ' new movie yes ']	0.551765885431502	0.5832379998637551	0.5670656031779274
No, not really. I've just been staying home a lot since the pandemic.	[' travel no ', ' pandemic no ']	[' travel no ']	0.7000613532510584	0.9999999872250708	0.8235718648972523
Absolutely, it's concerning how much harm we've done to the planet.	[' climate change yes ', ' climate change severity yes ']	[' documentary yes ', ' climate change yes ']	0.930312477024974	0.687794370604447	0.7908793977830044
Mostly just read books or listen to music. Speaking of which, have you checked out any new albums recently?	[' music yes ']	[' music yes ', ' new albums yes ']	0.9999999818472232	0.8359917920673408	0.9106705038327371
I like classic rock and indie music. The Beatles are my all-time favorite band.	[' music yes ', ' genre yes ', ' The Beatles yes ']	[' music yes ', ' music genre yes ', ' The Beatles yes ']	0.9688818024760563	0.9688818024760563	0.9688818024760563
Absolutely. I think movies are great art forms.	[' movie yes ']	[' movies yes ']	0.8915248191252693	0.8915248191252693	0.8915248191252693
It was okay.	[' weekend yes ']	[' weekend no ']	0.7279741873313367	0.7279741873313367	0.7279741873313366
I'm doing alright, thanks.	[' greeting yes ']	[' greeting yes ']	0.999999982467886	0.999999982467886	0.999999982467886
Not really. I just don't watch much TV or movies anymore.	[' TV shows no ']	[' hobbies no ', ' TV shows no ']	0.9999999937532956	0.7220623723816006	0.8386018788526597
No, I'm not really into cooking.	[' cooking shows no ']	[' food no ']	0.6327346893731423	0.6327346893731423	0.6327346893731423
Actually, I haven't really been eating out much. Trying to save some money.	[' food no ']	[' food no ']	0.9999999776546105	0.9999999776546105	0.9999999776546105
I am doing good.	[' wellness yes ']	[' greeting yes ']	0.42502252638494653	0.42502252638494653	0.42502252638494653
Yeah, I recently re-watched Forrest Gump. That's a classic.	[' movies yes ', ' classic movies yes ', ' Forrest Gump yes ']	[' movie yes ', ' Forrest Gump yes ']	0.8980260071801123	0.9457624062253673	0.9212762497351074
Not really. Honestly, I'm not a huge fan of live music.	[' concerts no ']	[' music yes ', ' concerts no ']	0.9999999988725887	0.7353797262561831	0.8475144831746144
"Memento" is a classic thriller that you might like.	[' Movies yes ', ' Memento yes ']	[' movie yes ', ' movie genre yes ', ' Memento yes ']	0.9457624061537364	0.8980085792923057	0.9212670786146766
Not really. I'm not much of a sports fan.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
I don't read much, but when I do it's usually non-fiction.	[' books unknown ', ' genre yes ', ' non-fiction yes ']	[' reading yes ', ' book genre yes ', ' non-fiction yes ']	0.7797270288723693	0.8654960660018989	0.8203758847622526
No, I'm not really into social media.	[' social media no ']	[' social media no ']	0.9999999996312079	0.9999999996312079	0.9999999996312079
I work in accounting. It's pretty boring, honestly.	[' work no ', ' accounting no ']	[' work yes ', ' accounting no ']	0.838569665814858	0.838569665814858	0.838569665814858
Yeah, it's hard to beat a good pizza. Anyway, I should probably get going now. It was nice talking to you.	[' end of conversation yes ']	[' goodbye yes ']	0.5216486911207753	0.5216486911207753	0.5216486911207753
I honestly can't think of any.	[' hobbies no ']	[' movie no ']	0.42704278135732743	0.42704278135732743	0.42704278135732743
Not really. What kind of documentaries do you usually watch?	[' documentaries no ']	[' movies/documentaries yes ', ' documentary genre unknown ']	0.5792752827009006	0.41354192046515953	0.48257546731099576
Oh, I see. Well, I tried this new vegan place near my house last week and loved it.	[' food yes ', ' restaurant yes ']	[' food yes ', ' restaurant yes ', ' vegan place yes ']	0.999999995302939	0.8779242040346925	0.934994288076893
Yeah, pizza is my favorite.	[' restaurant unknown ', ' pizza yes ']	[' food yes ', ' pizza yes ']	0.6906728039184526	0.841853501023821	0.7588063136868505
No, I haven't. But honestly, I'm not really interested in going there.	[' travel yes ', ' Japan no ']	[' travel no ']	0.5922091562266911	0.7651217034522461	0.6676516269870447
No, I heard it's not that great.	[' food no ', ' restaurant no ']	[' movie yes ', ' Trolls no ']	0.37459870453236516	0.3692479603954619	0.37190408759520033
Really? I think you should check it out. It's such a beautiful experience. But okay, how about cooking then? Do you cook a lot?	[' cooking no ']	[' hobby yes ', ' cooking unknown ']	0.679098575388744	0.5091538905361547	0.5819734301121032
Huh, that does sound pretty cool. But I'm not really that into sports so I guess I'll have to check out the highlights later.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
I work in marketing. It's pretty boring to be honest.	[' work no ']	[' work no ']	0.9999999899962602	0.9999999899962602	0.9999999899962602
Mostly science fiction and fantasy.	[' hobbies yes ', ' books yes ', ' science fiction yes ']	[' books yes ', ' genre yes ', ' science fiction yes ']	0.8566895632811512	0.8595012875863753	0.8580931221370278
Thanks for the recommendation. I think I will.	[' TV show yes ', ' documentary yes ']	[' books yes ', ' fiction yes ', ' The Alchemist yes ']	0.5250001309397395	0.4808013594672069	0.5019296135148084
Not really, I don't watch movies that often.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
No, I'm really not into first-person shooter games.	[' video games no ', ' first-person shooter games no ']	[' games yes ', ' fps games no ']	0.6812642696156694	0.7084975683282841	0.6946140917579458
Hmm, I never really got into sci-fi.	[' books no ', ' genre no ', ' sci-fi novel no ']	[' movie yes ', ' sci-fi no ']	0.6159107510946508	0.5811812536860189	0.5980422240736143
I love watching TV shows, especially crime dramas.	[' indoor Activities yes ', ' TV Shows yes ', ' crime dramas yes ']	[' TV show yes ', ' crime dramas yes ']	0.7746148556147227	0.9748352672820773	0.8632676861498503
No, I'm just managing as best as I can.	[' health no ']	[' work yes ']	0.31064916291798794	0.31064916291798794	0.31064916291798794
You too.	[' farewell unknown ']	[' goodbye yes ']	0.5167233467541901	0.5167233467541901	0.5167233467541901
No, not really.	[' sports no ']	[' movie no ']	0.5439095952187085	0.5439095952187085	0.5439095952187085
No, but I would love to go there someday.	[' travel yes ', ' Japan yes ']	[' travel yes ', ' Japan yes ']	0.9999999841167271	0.9999999841167271	0.9999999841167271
Not really, I'm more of an indoor person.	[' outdoor activities yes   no ']	[' sports no ']	0.6196463621706204	0.6196463621706204	0.6196463621706204
Yeah, I love playing Call of Duty and Grand Theft Auto.	[' video games yes ', ' game name yes ', ' Call of Duty yes ']	[' video game yes ', ' Call of Duty yes ']	0.8823328671328362	0.9632686991844736	0.9210261290216404
Not much, just working and spending time with family. How about you?	[' personal life yes ', ' family yes ']	[' greetings yes ']	0.4578056444791708	0.5162985089362747	0.4852958912010699
Actually, I haven't been keeping up with new music much.	[' music yes ', ' new albums no ']	[' music no ']	0.7077315012657103	0.755824990135444	0.7309880528773917
That's cool. I'm not really into pasta though.	[' food yes ', ' Italian cuisine yes ', ' pasta no ']	[' restaurant yes ', ' Italian food no ']	0.6852210517084805	0.704258012775449	0.69460912153772
Actually, no. I'm not really interested in movies anymore.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
Not really. I find them too cliché and predictable.	[' movie no ']	[' books yes ', ' fantasy books yes ', ' cliché no ']	0.6022195529433885	0.46377025507313574	0.5240041013117372
Kinda. I enjoy watching the occasional sci-fi show or movie, but I'm not really into it.	[' movie yes ', ' sci-fi unknown ']	[' hobby yes ', ' science fiction no ']	0.34561719633655175	0.4291450522645787	0.3828785154495723
Not really, I've just been re-watching The Office.	[' TV shows/movies no ', ' TV show yes ', ' The Office yes ']	[' TV shows no ']	0.6921906065031811	0.9046948294226781	0.784303305158893
Yeah, I like a good comedy now and then. What's your favorite comedy movie?	[' movies yes ', ' comedy movies yes ']	[' movie yes ', ' favorite movie yes ']	0.855074014140317	0.838559860906684	0.8467364250641544
Yeah, I wasn't a fan either. Let's talk about something else. What are your plans for the weekend?	[' weekend plans yes ']	[' weekend plans unknown ']	0.6952342291042849	0.6952342291042849	0.6952342291042849
Workload is too much nowadays.	[' work no ']	[' work no ']	0.9999999899962602	0.9999999899962602	0.9999999899962602
Yeah, you too. See you later!	[' goodbye yes ']	[' farewell yes ']	0.8481609994519425	0.8481609994519425	0.8481609994519425
Honestly, not really. I've been trying to avoid the news lately. It's just depressing.	[' current events no ']	[' news no ']	0.5706173859157282	0.5706173859157282	0.5706173859157282
Not really. Just the usual boring stuff at work.	[' daily life yes ', ' work no ']	[' daily routine no ']	0.5847320022447846	0.6582560177545949	0.6193194995580326
Not really, just hoping to relax at home.	[' weekend plan no ']	[' weekend no ', ' beach no ']	0.8422224162432354	0.6605201023509943	0.7403861003409817
Yes, I have. It was a bit overrated in my opinion.	[' reading yes ', ' The Girl on the Train no ']	[' restaurant yes ', ' food quality no ']	0.45439312540257404	0.45439312540257404	0.45439312540257404
No, I haven't had much time lately to watch anything.	[' movie unknown ', ' Netflix no ']	[' movie no ']	0.6569190017873777	0.6581440523728441	0.6575309564804989
Yeah, you should. It's going to be an amazing event.	[' music yes ', ' music festival excitement yes ']	[' music yes ', ' festival yes ']	0.8878447913737249	0.8878447913737249	0.8878447913737249
Honestly, I don't like to read books.	[' books no ']	[' book no ']	0.8583480947508343	0.8583480947508343	0.8583480947508343
No, not yet. Do you have any suggestions?	[' plans yes ']	[' food yes ', ' restaurant yes ']	0.4601700588560256	0.45903374344563397	0.459601198796951
For several years now, I find it really helps me relax after a long day at work.	[' hobbies yes ', ' video games yes ']	[' hobby yes ', ' meditation yes ']	0.6048044944456588	0.6285631009161332	0.6164549642886691
Honestly, I don't really have a favorite. I like trying different types of food.	[' food unknown ']	[' food yes ']	0.5839505405164516	0.5839505405164516	0.5839505405164516
Definitely! Have you heard of The Jinx on HBO?	[' TV shows yes ', ' documentaries yes ', ' The Jinx yes ']	[' TV yes ', ' The Jinx yes ']	0.8296690276635318	0.9537294054269394	0.8873841467758492
I've never tried it, actually.	[' food yes ', ' sushi no ']	[' food yes ', ' sushi no ']	0.9999999933869631	0.9999999933869631	0.9999999933869631
No, I haven't.	[' food yes ', ' new restaurant unknown ']	[' food yes ', ' new restaurant yes ', ' Main St yes ']	0.8645638436533037	0.7295781040650077	0.7913559401639823
I prefer Italian food.	[' food yes ', ' cuisine yes ', ' Italian food yes ']	[' food yes ', ' Italian food yes ']	0.882341863061345	0.9999999871271011	0.937493741229537
Not really. I've just been focusing on work.	[' travel yes ', ' recent travel no ']	[' hobby no ']	0.3251690785887005	0.3880295416783539	0.35382908757030485
Yes, I'm reading "Dune" by Frank Herbert.	[' books yes ', ' Dune yes ']	[' books yes ', ' Dune yes ']	0.9999999787260738	0.9999999787260738	0.9999999787260738
Oh,  that's too bad. Goodbye.	[' farewell yes ']	[' farewell yes ']	0.9999999944726996	0.9999999944726996	0.9999999944726996
No, I'm not much of a swimmer.	[' sports no ', ' swimming no ']	[' sports yes ', ' swimming no ']	0.8828051274416666	0.8828051274416666	0.8828051274416666
Really? That's cool. Which area of law do you practice in?	[' work yes ', ' practice area yes ']	[' career yes ', ' law yes ']	0.5231883583604018	0.5572972336889432	0.5397044198608723
No, I haven't really watched anything good lately.	[' movie yes ', ' recent movie no ']	[' movie yes ', ' recent releases no ']	0.8457704196058557	0.8457704196058557	0.8457704196058557
No, unfortunately not. You?	[' music yes ', ' instruments unknown ']	[' food yes ', ' caf\\u00e9 yes ']	0.3862888019812626	0.6325897208065818	0.47966920477902364
Oh, I love Friends too! That's such a great show.	[' TV shows yes ', ' favorite TV show yes ', ' Friends yes ']	[' TV show yes ', ' comedy yes ', ' Friends yes ']	0.950536626076078	0.8265928543326	0.8842425850875192
No, I'm not really a fan of sushi.	[' food no ', ' sushi no ']	[' food yes ', ' sushi no ']	0.8842773054053735	0.8842773054053735	0.8842773054053735
I really enjoyed "The Fault in Our Stars".	[' books yes ', ' favorite book yes ', ' The Fault in Our Stars yes ']	[' books yes ', ' book title yes ', ' The Fault in Our Stars yes ']	0.9153350594958568	0.9129488225404373	0.9141403837854701
Not really, I think I prefer to stay closer to home. Maybe we should end the conversation for now. Talk to you later!	[' end yes ']	[' travel no ']	0.24229899421952883	0.24229899421952883	0.24229899421952883
I like reading books and watching documentaries. How about you?	[' free time activities yes ']	[' hobby yes ', ' reading books yes ']	0.4852515719734529	0.47241546276764923	0.47874749284763957
Not much, just trying to get through some work.	[' work no ']	[' work yes ']	0.6771393382669634	0.6771393382669634	0.6771393382669634
I'm more into Asian food, like sushi and ramen.	[' food yes ', ' Asian food yes ', ' ramen yes ']	[' food yes ', ' cuisine preference yes ', ' Asian food yes ']	0.8735387692447599	0.8625800148277203	0.8680248050311704
Not really, just planning to stay at home and relax.	[' weekend yes ', ' relaxing at home yes ']	[' weekend plans no ']	0.4836692143533734	0.6007128914973001	0.5358744500021333
I like to read and hike.	[' hobbies yes ', ' hiking yes ']	[' hobby yes ', ' hiking yes ']	0.9034924515590478	0.9034924515590478	0.9034924515590477
Oh, yeah? What kind of food do they serve?	[' food yes ', ' restaurant yes ', ' downtown yes ']	[' food yes ', ' restaurant cuisine yes ']	0.7961595457365318	0.9331610169974037	0.859233467064254
Not really, I'm not much of a cook myself.	[' cooking no ']	[' food yes ', ' cooking no ']	0.9999999960595128	0.7303097242449967	0.844137570051559
Nope, no vacation plans. I can't afford to travel right now.	[' vacation no ']	[' travel no ']	0.6952465144566515	0.6952465144566515	0.6952465144566515
I don't really have a favorite character. How about you?	[' TV show yes ', ' TV show character unknown ']	[' TV series yes ', ' favorite character yes ']	0.7522698559439696	0.7076838045731204	0.7292960155071576
Oh, that's cool. But have you heard about the new tax policies that the government has implemented?	[' politics no ', ' tax policies no ']	[' politics yes ', ' taxes no ']	0.8022863211964159	0.8022863211964159	0.8022863211964159
No, I didn't. I'm not really interested in sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Honestly, I try not to follow the news too closely. It can be pretty depressing.	[' news no ']	[' news no ']	0.9999999912586689	0.9999999912586689	0.9999999912586689
Not really, I'm not much of a reader.	[' books no ']	[' books no ']	0.9999999905938901	0.9999999905938901	0.9999999905938901
I really love the Legend of Zelda series.	[' video games yes ', ' game series yes ', ' Legend of Zelda yes ']	[' hobbies yes ', ' video games yes ', ' Legend of Zelda yes ']	0.9084511759649304	0.8278132717385785	0.8662596774183414
Hmm, I don't really have a sweet tooth. I prefer savoury dishes. Speaking of which, have you tried making homemade pizza before?	[' food yes ', ' homemade food yes ', ' pizza yes ']	[' food yes ', ' savory dishes yes ', ' pizza yes ']	0.9492852475306671	0.8792660667216605	0.9129350642636744
The Da Vinci Code.	[' hobby yes ', ' book yes ', ' The Da Vinci Code yes ']	[' hobbies yes ', ' reading yes ', ' The Da Vinci Code yes ']	0.8280839070638027	0.8280839070638027	0.8280839070638029
PS4. Do you play any video games?	[' hobby yes ', ' video game yes ']	[' video games yes ', ' video game platform yes ']	0.6645807401788906	0.91553520169767	0.7701296416027168
Actually, no. I don't really celebrate Halloween.	[' holiday no ', ' Halloween party no ']	[' holiday yes ', ' Halloween no ']	0.8422662790466069	0.8422662790466069	0.8422662790466069
Not really. I don't have much interest in traveling to new places.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
Honestly, I don't really play board games that much.	[' board games no ']	[' board games no ']	0.9999999921002074	0.9999999921002074	0.9999999921002074
I love playing video games in my free time. How about you? What do you enjoy doing?	[' hobby yes ', ' video games yes ']	[' video games yes ']	0.7013120262584284	0.999999982349641	0.8244366821977571
Not really, I haven't had much time to go to the movies.	[' movie no ']	[' movie no ']	0.9999999796277829	0.9999999796277829	0.9999999796277829
Actually, I have been getting into the horror genre, so I've been reading a lot of Stephen King.	[' books yes ', ' horror genre yes ', ' Stephen King yes ']	[' reading yes ', ' Stephen King yes ']	0.7126637333314719	0.8508076733011994	0.7756326981480284
Unfortunately, no. I have been cooking at home to save money.	[' food no ']	[' restaurant no ']	0.6624230850908374	0.6624230850908374	0.6624230850908374
No, I haven't.	[' food no ', ' burger restaurant no ']	[' food yes ', ' restaurant yes ', ' Italian yes ']	0.7785409696941397	0.6110375790701695	0.6846936285133131
Yeah, I've heard exercise can be really helpful for stress. I'm not much of a runner, though.	[' daily life yes ', ' running no ']	[' exercise yes ', ' running no ']	0.7379319632608843	0.7379319632608843	0.7379319632608842
That's cool. So, how is your day going so far?	[' small talk yes ']	[' general yes ']	0.5476611089637372	0.5476611089637372	0.5476611089637372
Mostly non-fiction, actually. I'm really interested in history and science.	[' books yes ', ' non-fiction yes ']	[' books yes ', ' non-fiction yes ']	0.9999999821594336	0.9999999821594336	0.9999999821594336
You should definitely go! Oh, hey, it's getting late, I have to go now. Talk to you later!	[' boring no ']	[' goodbye yes ']	0.3775952419619908	0.3775952419619908	0.3775952419619908
Nope, I'm not really into sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
No way, I'm never trying that. It's way too scary.	[' adventure no ']	[' adventure sports no ', ' bungee jumping no ']	0.8563304246310645	0.6744131816489528	0.7545620623191286
Well, it's just a normal day.	[' daily life yes ', ' activities yes ']	[' work no ']	0.36945266133137145	0.37871792095269474	0.37402792117996614
I liked the concept of dreaming within a dream.	[' movie yes ', ' Inception concept yes ']	[' movie yes ', ' movie aspect yes ', ' dreaming within a dream yes ']	0.7538313001164684	0.7637079331742154	0.7587374764942283
Hmm, that does sound interesting. Maybe I'll check it out sometime.	[' movie yes ']	[' book yes ', ' book name yes ']	0.6447829118949854	0.5996642319753147	0.6214056604281323
Actually, I haven't had much time to watch anything recently.	[' tv show no ']	[' movie no ']	0.5917623363106721	0.5917623363106721	0.5917623363106721
Yes, I love to travel.	[' travel yes ']	[' travel yes ']	0.9999999753587387	0.9999999753587387	0.9999999753587387
That's understandable. How about movies?	[' movies yes ']	[' movie unknown ']	0.4989682190392969	0.4989682190392969	0.4989682190392969
Not really, I'm more of a book person.	[' video games yes ', ' hobbies no ']	[' movies no ']	0.504950158732909	0.5212375321376463	0.5129645910431303
No, I can't say I have.	[' food yes ', ' restaurant unknown ']	[' outdoors yes ', ' camping no ']	0.36638998932823347	0.4155600461876953	0.38942907851520475
It was kind of boring. I just stayed at home.	[' weekend no ']	[' weekend no ']	0.9999999968275949	0.9999999968275949	0.9999999968275949
I watched a horror movie over the weekend, but it wasn't really my thing.	[' movie no ', ' horror no ']	[' movie yes ', ' horror no ']	0.8892957060874084	0.8892957060874084	0.8892957060874084
Sounds good.	[' calendar yes ', ' errands no ']	[' socializing yes ']	0.44700783451445697	0.4793267803880298	0.4626035185969918
No, I haven't.	[' TV series yes ']	[' restaurant yes ', ' new restaurant in town no ']	0.37817258433815737	0.30762830865566454	0.3392722106033683
No, I haven't. I'm not really interested in food.	[' food no ', ' new restaurant no ']	[' food no ']	0.8094985281544552	0.9999999776546105	0.8947213910010399
It was pretty boring to be honest.	[' day no ', ' daily life no ', ' boring day no ']	[' weekend no ', ' boring no ']	0.7475746826652562	0.8514093302081465	0.7961206049894218
Hmm, what about outdoor activities? Do you like hiking or camping?	[' outdoor-activities yes ', ' outdoor-activity-type unknown ']	[' activity yes ', ' outdoor activity yes ', ' hiking yes ']	0.36807680999851833	0.5634859108469308	0.44528638148038874
Not really, been pretty busy with work.	[' movie no ']	[' movie yes ']	0.7785914150044275	0.7785914150044275	0.7785914150044276
I'm not really a foodie, so I don't have any specific preference.	[' food yes ', ' cuisine no ']	[' food yes ']	0.7351959562979242	0.9999999955522965	0.8473924253270174
to be honest, I just like to relax at home and watch Netflix.	[' free time yes ', ' relaxing at home yes ', ' Netflix yes ']	[' hobby yes ', ' Netflix yes ']	0.6665027242172529	0.7309966146047722	0.6972614891372303
Yeah, same here. Take care!	[' boring no ']	[' goodbye yes ']	0.3775952419619908	0.3775952419619908	0.3775952419619908
I usually play first-person shooter games.	[' video games yes ', ' game genre yes ', ' shooter games yes ']	[' video games yes ', ' game genre yes ', ' first-person shooter yes ']	0.9592362509567125	0.9592362509567125	0.9592362509567125
Yes, I love it. Nothing beats sleeping under the stars.	[' camping yes ', ' outdoor activities yes ']	[' hobbies yes ', ' camping yes ']	0.7789236007903364	0.7775578539442539	0.7782401281746604
Not really, I find it kind of boring.	[' books no ']	[' gaming no ']	0.43963266232997644	0.43963266232997644	0.43963266232997644
No, I haven't. I don't really have any interest in traveling right now.	[' travel no ']	[' travel no ']	0.9999999872250708	0.9999999872250708	0.9999999872250708
No, I haven't.	[' games no ']	[' food yes ', ' restaurant yes ']	0.25068150951714707	0.24347827204506478	0.2470273909298279
I try to be mindful of my impact on the environment, but I wouldn't say I'm an activist or anything.	[' environment unknown ']	[' environment no ']	0.6364441583447661	0.6364441583447661	0.6364441583447661
Not really my thing, I already spend too much time in my apartment.	[' travel yes ', ' staycation no ']	[' hobbies no ', ' outdoor activities no ']	0.353579216853089	0.411937975345406	0.380534123071422
Oh yeah, I like that one too.	[' virtual reality gaming yes ', ' VR game yes ', ' Beat Saber yes ']	[' TV shows yes ', ' Breaking Bad yes ']	0.46225057784555473	0.5173716477163655	0.4882603454216548
Right now, I'm really into Call of Duty.	[' hobbies yes ', ' video games yes ', ' Call of Duty yes ']	[' video games yes ', ' favorite game yes ', ' Call of Duty yes ']	0.838210073733704	0.8913733562163285	0.8639746585221776
Not really. I don't have much interest in sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
I'm not really into that extreme stuff.	[' outdoor activity yes ', ' extreme sports no ']	[' TV shows no ', ' extreme shows no ']	0.5495769296732194	0.6147360364795775	0.5803332150534409
I just like to watch movies or read books.	[' movies yes ']	[' books yes ']	0.6625863874371043	0.6625863874371043	0.6625863874371043
How's work been treating you lately?	[' work no ']	[' work unknown ']	0.5341303768400627	0.5341303768400627	0.5341303768400627
No, I haven't.	[' reading yes ', ' Wheel of Time series no ']	[' food yes ', ' restaurant yes ']	0.3989308976463623	0.516651376750958	0.45022321480209687
I love watching sitcoms like Friends or Seinfeld.	[' movies/TV shows yes ', ' comedy sitcoms yes ']	[' TV show yes ', ' TV genre yes ', ' sitcom yes ']	0.8072246606852157	0.7457089780394561	0.7752484224144529
Mostly first-person shooter games like Call of Duty.	[' games yes ', ' video games yes ', ' Call of Duty yes ']	[' hobbies yes ', ' video games yes ', ' Call of Duty yes ']	0.9576080573850971	0.8234146641551224	0.8854558759161597
Mostly action/adventure games like Assassin's Creed or Call of Duty.	[' video games yes ', ' video game genre yes ', " Assassin's Creed yes "]	[' hobbies yes ', ' video games yes ', " Assassin's Creed yes "]	0.9367249245457615	0.8133153347235571	0.8706688220634713
Not really, I'm kind of afraid of them.	[' animals no ']	[' animals yes ', ' spiders no ']	0.7992015325755825	0.7156540386630162	0.7551238749787085
Not really. I don't follow sports much. Sorry.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
Not really, I find a lot of new pop songs to be kind of repetitive and boring.	[' music no ', ' pop music no ']	[' music yes ', ' music genre no ']	0.8193402325389706	0.7993217094718865	0.8092071831855673
Oh man, their Pad Thai is amazing! You have to try it.	[' food yes ', ' Thai food dish yes ', ' Pad Thai yes ']	[' food yes ', ' favorite dish yes ', ' Pad Thai yes ']	0.916073620505682	0.9001329968332138	0.9080333542158517
Sorry, I can't. I'm going to be swamped with work. Maybe some other time.	[' socializing no ']	[' work no ']	0.6121719107621292	0.6121719107621292	0.6121719107621292
Not really, I don't find them that entertaining.	[' gaming no ']	[' movie no ', ' comedy movies no ']	0.5208950703563905	0.459535126069018	0.4882950009040551
I enjoy hiking and exploring the outdoors.	[' Hobbies yes ', ' Hiking yes ']	[' hobbies yes ', ' hiking yes ']	0.9999999867003317	0.9999999867003317	0.9999999867003317
No, not really.	[' weekend no ']	[' food yes ', ' restaurant unknown ']	0.2615480274666354	0.2229877466256714	0.24073353670708975
No, I actually don't watch sports.	[' sports no ']	[' sports no ']	0.9999999819397033	0.9999999819397033	0.9999999819397033
No, I don't really care about that show.	[' TV shows"   Game of Thrones no ']	[' TV yes ', ' Game of Thrones no ']	0.8936045770191583	0.7619866149351282	0.8225638431062233
I'm really into Italian cuisine.	[' food yes ', ' Italian cuisine yes ']	[' food yes ', ' cuisine yes ', ' Italian yes ']	0.9177300818803258	0.8851738251865112	0.9011580083470558
Yes, I've been watching Stranger Things on Netflix. It's really good.	[' TV shows yes ', ' favorite show yes ', ' Stranger Things yes ']	[' TV shows yes ', ' Netflix yes ', ' Stranger Things yes ']	0.8831080013229533	0.8920099640190485	0.8875366616361768
I saw The Weeknd. He's one of my favorite artists.	[' music yes ', ' singer yes ', ' The Weeknd yes ']	[' music yes ', ' favorite artist yes ', ' The Weeknd yes ']	0.8855151883088727	0.8727351570195306	0.8790787261498613
Yes, I really enjoyed Knives Out.	[' movies yes ', ' movie title yes ', ' Knives Out yes ']	[' movie yes ', ' movie title yes ', ' Knives Out yes ']	0.9638415960339776	0.9638415960339776	0.9638415960339776
Yeah, that's a good idea. What do you like to do for fun on the weekends?	[' weekend plans yes ']	[' weekend activities yes ']	0.726256935241093	0.726256935241093	0.7262569352410931
Yeah, I love traveling!	[' travel yes ']	[' travel yes ']	0.9999999753587387	0.9999999753587387	0.9999999753587387
Not really. I don't have much free time these days.	[' hobby no ']	[' hobbies no ']	0.8037982415639685	0.8037982415639685	0.8037982415639685
I usually go for a walk or read a book.	[' relaxation yes ', ' activity yes ', ' reading yes ']	[' free time yes ', ' activities yes ', ' walking and reading yes ']	0.7288218097671697	0.7288218097671697	0.7288218097671697
